epoch,chunk_id,train_loss,train_acc,val_loss,val_acc,learning_rates
1,1,0.0491015944377093,0.1087824351297405,0.0868003594428493,0.0155440414507772,0.0005
1,2,0.0412986590666417,0.2365269461077844,0.0529988514310125,0.0621761658031088,0.0005
1,3,0.0380673587671713,0.3353293413173652,0.0458135752325848,0.4352331606217616,0.0005
1,4,0.0372348900200304,0.3353293413173652,0.0400824364154276,0.5440414507772021,0.0005
1,5,0.0372453835567909,0.4161676646706587,0.0397290316424839,0.5647668393782384,0.0005
1,6,0.031747083258736,0.3906093906093906,0.0360262429639045,0.5233160621761658,0.0005
1,7,0.0290407569972904,0.3996003996003996,0.0499567988819027,0.4352331606217616,0.0005
1,8,0.0355130287136633,0.3686313686313686,0.0343207626318838,0.6062176165803109,0.0005
1,9,0.0302103494185131,0.4315684315684315,0.0288380696643336,0.5699481865284974,0.0005
1,10,0.0277392869214197,0.4935064935064935,0.0358175791111181,0.538860103626943,0.0005
2,1,0.0294108065886203,0.4221556886227545,0.0380776064721336,0.5181347150259067,0.0005
2,2,0.0298385827499116,0.4630738522954092,0.0304823947269372,0.5440414507772021,0.0005
2,3,0.0273389755525141,0.4421157684630739,0.0308130558946898,0.5544041450777202,0.0005
2,4,0.0298035523320683,0.4381237524950099,0.0379014317772032,0.4974093264248704,0.0005
2,5,0.02609585709275,0.499001996007984,0.0249864943159642,0.5854922279792746,0.0005
2,6,0.0252007652636055,0.4545454545454545,0.027853773086491,0.4715025906735751,0.0005
2,7,0.0246656124445644,0.4545454545454545,0.0298208446462917,0.5699481865284974,0.0005
2,8,0.0252374432270194,0.5074925074925075,0.0371569642649934,0.4818652849740932,0.0005
2,9,0.026879846722215,0.4695304695304695,0.0348498570235745,0.5803108808290155,0.0005
2,10,0.0281574243045115,0.4705294705294705,0.0302918014295128,0.4455958549222797,0.0005
3,1,0.0244959352645807,0.4540918163672655,0.0238569364955388,0.5958549222797928,0.0005
3,2,0.0235217741324367,0.5219560878243513,0.0265864311027403,0.6269430051813472,0.0005
3,3,0.0269469749145284,0.4890219560878243,0.0239667707463772,0.5906735751295337,0.0005
3,4,0.0248262323513478,0.501996007984032,0.0252208859319533,0.6217616580310881,0.0005
3,5,0.0275405698089661,0.4770459081836327,0.0278559432366055,0.4715025906735751,0.0005
3,6,0.0264585008165546,0.4625374625374625,0.0281734407102505,0.6113989637305699,0.0005
3,7,0.0231101303114802,0.5634365634365635,0.0262359070236953,0.6528497409326425,0.0005
3,8,0.0240659194995651,0.5304695304695305,0.0275013999617779,0.6373056994818653,0.0005
3,9,0.024223106930946,0.5424575424575424,0.0308059787319582,0.5544041450777202,0.0005
3,10,0.0227122610261836,0.5544455544455544,0.024427436496426,0.6580310880829016,0.0005
4,1,0.0233523213860398,0.5189620758483033,0.0323644861352142,0.4715025906735751,0.0005
4,2,0.0230642040994412,0.5508982035928144,0.0292817761246612,0.5544041450777202,0.0005
4,3,0.0224365894561875,0.5199600798403193,0.0262123175843623,0.5492227979274611,0.0005
4,4,0.0242213378874157,0.497005988023952,0.0242253844616069,0.6113989637305699,0.0005
4,5,0.0208430648697707,0.5069860279441117,0.0262663051529944,0.616580310880829,0.0005
4,6,0.0214728560823422,0.5314685314685315,0.02371524816163,0.5492227979274611,0.0005
4,7,0.0223383146182789,0.4875124875124875,0.0216908287208701,0.6062176165803109,0.0005
4,8,0.0227347174575636,0.5464535464535465,0.0248227256955108,0.5595854922279793,0.0005
4,9,0.0218938206183862,0.5494505494505495,0.0309202623287803,0.689119170984456,0.0005
4,10,0.0209237976812875,0.5744255744255744,0.028266483852688,0.6424870466321243,0.0005
5,1,0.0200920371810892,0.5548902195608783,0.0382115686206156,0.5284974093264249,0.0005
5,2,0.0219726880599638,0.5528942115768463,0.0274003634636152,0.5803108808290155,0.0005
5,3,0.0233929301509838,0.4910179640718562,0.0217430966332014,0.6424870466321243,0.0005
5,4,0.0225657721955381,0.5399201596806387,0.0254426583547598,0.5958549222797928,0.0005
5,5,0.0206180094441997,0.5379241516966068,0.0247499364780484,0.5958549222797928,0.0005
5,6,0.0188763628636564,0.5544455544455544,0.0242466687808691,0.5958549222797928,0.0005
5,7,0.0194182733695332,0.5414585414585414,0.0279991755019441,0.6424870466321243,0.0005
5,8,0.0180314095387538,0.5584415584415584,0.0256387963891029,0.6424870466321243,0.0005
5,9,0.0216855325147167,0.5714285714285714,0.024409848728014,0.5595854922279793,0.0005
5,10,0.0224854004840095,0.5604395604395604,0.0275284375783075,0.5699481865284974,0.0005
6,1,0.0237618552710481,0.4790419161676646,0.0294849579584413,0.5854922279792746,0.0005
6,2,0.0216424075696996,0.5678642714570858,0.0304454213044174,0.538860103626943,0.0005
6,3,0.0216796596027063,0.5059880239520959,0.0225182894069624,0.5440414507772021,0.0005
6,4,0.0207166792508846,0.5658682634730539,0.0245971035385996,0.6269430051813472,0.0005
6,5,0.0185935625029419,0.5459081836327345,0.0219680019340675,0.616580310880829,0.0005
6,6,0.0188045809371071,0.5534465534465535,0.020560520440533,0.6321243523316062,0.0005
6,7,0.0185514451465108,0.5594405594405595,0.0334805437590482,0.5647668393782384,0.0005
6,8,0.0199665360443003,0.5174825174825175,0.0282899965025445,0.5906735751295337,0.0005
6,9,0.0206905258791549,0.5424575424575424,0.0279223246432339,0.6683937823834197,0.0005
6,10,0.0191696351877861,0.5784215784215784,0.0320375747030173,0.6580310880829016,0.0005
7,1,0.0209895596577378,0.5379241516966068,0.0290515105881839,0.4715025906735751,0.0005
7,2,0.019391042672975,0.5249500998003992,0.0277603185141728,0.5958549222797928,0.0005
7,3,0.0204689282470358,0.5479041916167665,0.0297700038557954,0.6217616580310881,0.0005
7,4,0.019975106544168,0.5658682634730539,0.0255067584157916,0.616580310880829,0.0005
7,5,0.020071671160306,0.5598802395209581,0.0212566281964856,0.616580310880829,0.0005
7,6,0.0194502081926707,0.5514485514485514,0.0170172134443268,0.6010362694300518,0.0005
7,7,0.0194068897346204,0.5784215784215784,0.0191273593162159,0.6373056994818653,0.0005
7,8,0.0168245526274422,0.5904095904095904,0.0224769454029596,0.6424870466321243,0.0005
7,9,0.0205930324455538,0.5324675324675324,0.0300776059908184,0.6735751295336787,0.0005
7,10,0.0180454685815147,0.5824175824175825,0.0356032372740491,0.6269430051813472,0.0005
8,1,0.0171215744268989,0.591816367265469,0.0386361805770372,0.6476683937823834,0.0005
8,2,0.0184340971817602,0.5888223552894212,0.0286951599439963,0.5751295336787565,0.0005
8,3,0.0214777530102196,0.5129740518962076,0.0233152178194557,0.6373056994818653,0.0005
8,4,0.0208674480696162,0.5349301397205589,0.0201135683193494,0.6528497409326425,0.0005
8,5,0.019805559762075,0.5329341317365269,0.0190991001653351,0.6010362694300518,0.0005
8,6,0.0156269487994653,0.5724275724275725,0.0185223798137254,0.6010362694300518,0.0005
8,7,0.0176348722894321,0.5644355644355644,0.018321958419365,0.616580310880829,0.0005
8,8,0.0151877762911679,0.6193806193806194,0.0239012817311742,0.7046632124352331,0.0005
8,9,0.0189919649008345,0.5324675324675324,0.0230020675711681,0.5803108808290155,0.0005
8,10,0.0213166201276914,0.5824175824175825,0.0252995392587518,0.5854922279792746,0.0005
9,1,0.0184284964141374,0.5568862275449101,0.0226068714124794,0.6062176165803109,0.0005
9,2,0.0165138362410539,0.6057884231536926,0.0214253612094283,0.694300518134715,0.0005
9,3,0.0179806121972625,0.5518962075848304,0.0185131628930066,0.6269430051813472,0.0005
9,4,0.0175347262974865,0.5528942115768463,0.0210127036969076,0.5595854922279793,0.0005
9,5,0.0179052292490136,0.5838323353293413,0.0226932035402003,0.5492227979274611,0.0005
9,6,0.0190989009861077,0.6023976023976024,0.0164979371396641,0.6373056994818653,0.0005
9,7,0.0154750792162639,0.6153846153846154,0.0225139676819892,0.6580310880829016,0.0005
9,8,0.0140572624405721,0.6183816183816184,0.0205532298139851,0.6839378238341969,0.0005
9,9,0.0176583304684925,0.5514485514485514,0.0522389930668118,0.5958549222797928,0.0005
9,10,0.0185263515091859,0.6113886113886113,0.037581958513649,0.6373056994818653,0.0005
10,1,0.0177773593101434,0.497005988023952,0.0260949628065711,0.5181347150259067,0.0005
10,2,0.0172798490438037,0.5508982035928144,0.027169462766286,0.6994818652849741,0.0005
10,3,0.0223402701701203,0.5149700598802395,0.0253263121233152,0.5699481865284974,0.0005
10,4,0.0188307512045917,0.5499001996007984,0.0190212577349178,0.6010362694300518,0.0005
10,5,0.0174844072083245,0.5778443113772455,0.0201860356574077,0.5544041450777202,0.0005
10,6,0.0203103392499384,0.5224775224775224,0.0182050873357754,0.5492227979274611,0.0005
10,7,0.0180143653577962,0.5534465534465535,0.0272533964182351,0.616580310880829,0.0005
10,8,0.0141326228806099,0.6063936063936064,0.0247270585293519,0.6476683937823834,0.0005
10,9,0.0176176411898938,0.5804195804195804,0.0378877317610632,0.6113989637305699,0.0005
10,10,0.0217764375695994,0.5324675324675324,0.0269898402593894,0.6062176165803109,0.0005
